player_id,player,team_id,team,league,accurate_long_balls,accurate_pass,big_chance_created,clean_sheet,effective_clearance,expected_assists,expected_assists_per_90,expected_goals_per_90,fouls,goal_assist,goals_per_90,interception,ontarget_scoring_att,outfielder_block,poss_won_att_3rd,rating,saves,total_att_assist,total_scoring_att,total_tackle,won_contest,minutes_played,matches_played,position,clean_defend_rate,interception_share,progressive_pass_share,carry_to_foul_ratio,positional_versatility,rest_defence,wide_coverage,counter_press,composite_score,has_primary_season,is_manual_add
552718,Kristoffer Vassbakk Ajer,9937,Brentford,ENG-Premier League,1.4,26.2,1.0,0.0,6.2,0.6,0.04,0.05,1.3,1.0,0.0,0.9,0.2,0.9,0.1,6.74,0.0,2.0,0.6,2.0,0.1,1367,20,Defender,0.6904761904761905,0.3103448275862069,0.0534351145038167,0.0769230769230769,33.19426518671485,33.84801812654162,61.53393528078931,46.92820369414329,41.71264100390512,True,False
426393,Adrien Tamèze,9804,Torino,ITA-Serie A,2.4,33.0,0.0,0.0,2.9,0.3,0.02,0.02,1.2,0.0,0.0,1.6,0.0,0.5,0.2,6.26,0.0,8.0,0.4,1.2,0.0,1104,21,Defender,0.7,0.5714285714285715,0.0727272727272727,0.0,27.48798076923077,67.83052884615384,32.25961538461539,58.43749999999999,41.69675657178856,True,False
937412,Jay Idzes,7943,Sassuolo,ITA-Serie A,1.2,37.1,1.0,0.0,5.1,0.5,0.02,0.0,1.0,0.0,0.0,1.3,0.0,0.6,0.0,6.67,0.0,1.0,0.2,0.9,0.2,2159,24,Defender,0.6875,0.5909090909090908,0.0323450134770889,0.2,35.168269230769226,64.78365384615384,39.63341346153847,33.058894230769226,41.695068575599386,True,False
935380,Enrico Del Prato,10167,Parma,ITA-Serie A,1.7,32.6,1.0,0.0,3.6,0.6,0.03,0.08,0.7,0.0,0.04,0.9,0.3,0.6,0.0,6.73,0.0,4.0,0.6,1.2,0.1,2033,24,Defender,0.7500000000000001,0.4285714285714285,0.0521472392638036,0.1428571428571428,35.00775289680491,54.29661955773533,46.47672517638961,33.87159051798313,41.65992332820533,True,False
974268,Daniel Ballard,8472,Sunderland,ENG-Premier League,2.4,38.9,3.0,0.0,7.7,0.5,0.03,0.12,1.1,0.0,0.11,0.8,0.5,0.8,0.1,6.99,0.0,10.0,1.2,1.5,0.1,1673,22,Defender,0.676470588235294,0.3478260869565218,0.0616966580976863,0.0909090909090909,37.37980769230769,31.796875,62.84254807692308,39.95793269230769,41.42583560976646,True,False
860592,Sebastian Walukiewicz,7943,Sassuolo,ITA-Serie A,1.4,33.9,1.0,0.0,2.8,1.9,0.09,0.01,1.0,1.0,0.0,0.8,0.0,0.3,0.1,6.76,0.0,18.0,0.3,1.5,0.6,2048,24,Defender,0.6969696969696969,0.3478260869565218,0.0412979351032448,0.6,56.47836538461539,36.17788461538462,32.63221153846154,41.50841346153846,41.42039933917768,True,False
1311985,César Tárrega,10267,Valencia CF,ESP-La Liga,2.4,44.1,0.0,0.0,6.5,0.1,0.01,0.01,1.4,0.0,0.0,0.9,0.1,0.9,0.0,6.73,0.0,2.0,0.4,1.6,0.4,1684,21,Defender,0.6410256410256411,0.36,0.0544217687074829,0.2857142857142857,58.04851072678253,25.826503613835825,59.93146976997648,28.05469511845351,41.32078574136169,True,False
867225,Mehmet Zeki Celik,8686,Roma,ITA-Serie A,1.4,38.2,2.0,0.0,2.1,1.3,0.07,0.07,1.2,2.0,0.05,0.6,0.2,0.2,0.3,7.1,0.0,16.0,0.9,2.2,0.4,1753,22,Defender,0.7000000000000001,0.2142857142857142,0.0366492146596858,0.3333333333333333,49.38157875867606,23.22883503986692,44.65189045201629,57.9356052457982,41.17422381357059,True,False
496042,Yerry Mina,8529,Cagliari,ITA-Serie A,1.9,43.7,0.0,0.0,6.3,0.2,0.02,0.04,1.4,0.0,0.07,0.8,0.1,0.9,0.1,6.8,0.0,1.0,0.3,1.4,0.1,1303,16,Defender,0.6111111111111112,0.3636363636363636,0.0434782608695652,0.0714285714285714,35.7444035736821,32.74957157402627,63.29760726782539,39.43947004244823,41.14308563840646,True,False
521846,Martin Valjent,8661,Mallorca,ESP-La Liga,2.7,38.7,0.0,0.0,5.9,0.2,0.01,0.02,0.9,0.0,0.0,0.5,0.3,0.5,0.1,6.65,0.0,2.0,0.5,1.2,0.2,2160,24,Defender,0.6538461538461539,0.2941176470588235,0.0697674418604651,0.2222222222222222,51.92083620145701,33.35384041759881,47.635698101302125,31.29111276028222,41.11083522604263,True,False
1186444,Charlie Cresswell,9941,Toulouse,FRA-Ligue 1,3.0,43.7,1.0,0.0,6.5,0.8,0.04,0.11,1.2,2.0,0.14,1.0,0.4,1.1,0.0,7.14,0.0,8.0,1.2,1.0,0.0,1980,22,Defender,0.625,0.5,0.068649885583524,0.0,38.7956210921815,46.79138523203121,54.5207186083864,26.72334796076407,41.086093910524674,True,False
1300526,Nico O'Reilly,8456,Manchester City,ENG-Premier League,0.4,39.6,5.0,0.0,2.6,1.6,0.07,0.13,1.5,3.0,0.1,0.7,0.2,0.3,0.2,7.1,0.0,17.0,1.1,2.8,0.8,1884,25,Defender,0.7,0.1999999999999999,0.0101010101010101,0.5333333333333333,55.83533653846153,19.42908653846154,47.10336538461538,55.48677884615384,41.04750118943414,True,False
1067763,Trai Hume,8472,Sunderland,ENG-Premier League,1.1,22.5,1.0,0.0,3.1,0.9,0.04,0.06,0.8,1.0,0.0,0.8,0.2,0.3,0.3,6.83,0.0,17.0,0.9,2.0,0.1,2133,26,Defender,0.7777777777777778,0.2857142857142857,0.0488888888888888,0.125,23.431490384615387,44.86778846153846,50.01201923076923,65.75721153846153,40.95254676737749,True,False
