player_id,nationality
1412132,Turkiye
1413963,Spain
1413996,Croatia
1418816,Brazil
1419969,Spain
1421505,Lithuania
1422593,England
1426170,Senegal
1427819,Spain
1428153,DR Congo
1428420,France
1428426,France
1428427,Senegal
1429120,France
1429607,Ghana
1429912,Italy
1431818,France
1432421,France
1434889,Senegal
1435439,Spain
1436270,Spain
1436305,Senegal
1436436,Italy
1436942,Denmark
1439625,France
1440009,Canada
1444231,Belgium
1451196,Italy
1451265,Senegal
1453218,Turkiye
1458711,Brazil
1459265,Germany
1463266,Germany
1467236,Spain
1469758,France
1473534,France
1473580,Germany
1473806,Italy
1478148,Kosovo
1481909,Nigeria
1482729,Hungary
1487877,Germany
1487894,France
1506480,Spain
1507697,Georgia
1513317,France
1515977,Germany
1520063,Switzerland
1523234,Spain
1524069,France
1524210,France
1526560,Denmark
1526611,Spain
1526689,Spain
1529148,Italy
1529222,Italy
1530314,Portugal
1531887,Spain
1532137,Spain
1536998,Senegal
1539619,Sierra Leone
1541825,Spain
1553099,Spain
1553105,Spain
1553515,France
1561552,Morocco
1565010,Cameroon
1572809,Mali
1574189,France
1574492,Portugal
1580528,Spain
1580704,Nigeria
1580952,Brazil
1586939,Gabon
1598170,Morocco
1598982,Spain
1605748,Argentina
1609064,France
1609209,Italy
1609213,England
1613676,Germany
1622290,Italy
1622889,France
1624039,Spain
1624586,Ivory Coast
1640832,Burkina Faso
1641063,USA
1643774,France
1643851,Germany
1664716,France
1664722,France
1669629,Italy
1676905,Guinea-Bissau
1690093,Spain
1693531,Switzerland
1735453,Ivory Coast
1737700,Germany
1800345,France
